condition,mean,p95,max,n
clean (0 ms),5.952445448310657,9.46375513895512,10.830797651113741,40
"drifted (a=0.5 ms/frame, jitter=5.0 ms)",11.388418849248712,15.76869278395707,16.8771115903159,40
estimated+smoothed (alpha=0.25),5.952445448310657,9.46375513895512,10.830797651113741,40
