sensor,threshold_ms,match_rate_pct,mean_abs_dt_ms,p95_abs_dt_ms,max_abs_dt_ms
CAM_FRONT,50,100.0,35.331256410256415,36.541700000000006,40.141
RADAR_FRONT,50,100.0,18.440102564102563,35.812000000000005,36.946
