frame_offset,total_fused_objects,objects_per_frame,avg_hits,avg_speed_mps
0,176,4.512820512820513,1.6534090909090908,1.2543076904362966
-1,86,2.263157894736842,1.4651162790697674,1.4972944278722458
1,90,2.3684210526315788,1.3888888888888888,1.9077111586845257
-2,60,1.6216216216216217,1.3166666666666667,1.5461693944060877
2,51,1.3783783783783783,1.4705882352941178,2.1087022544759177
