condition,mean,p95,max,n
clean (0 ms),3.755074765008233,6.843754304273775,8.340834668071349,40
"drifted (a=0.5 ms/frame, jitter=5.0 ms)",5.934833029310377,12.093378529053757,13.731935165398081,40
estimated+smoothed (alpha=0.25),4.845974955738177,8.367847878088941,9.306597230709945,40
