condition,mean,p95,max,n
clean (0 ms),6.995354764832044,13.416491153801173,17.694978369343815,41
"drifted (a=0.5 ms/frame, jitter=5.0 ms)",8.955015363757294,20.182699061567046,23.104788422720787,41
estimated+smoothed (alpha=0.25),8.523964643146165,20.182699061567046,23.104788422720787,41
