Sensor Fusion Alignment Results Tables
Source,Report tables and result values used in Results section

Table 1 - Scene-level temporal alignment recovery after continuity correction
Scene,Mean Error - Clean,Mean Error - Drifted,Mean Error - Corrected,Recovery (%),Notes
0,4.951,6.712,5.442,72.1,Strong recovery
1,3.755,5.935,4.846,50.0,Moderate recovery
2,6.847,6.847,6.847,N/A,No meaningful degradation
3,4.296,7.401,4.296,100.0,Full recovery
4,6.046,6.299,6.106,76.2,Strong recovery
5,5.952,11.388,5.952,100.0,Full recovery
6,6.995,8.955,8.524,22.0,Weak recovery
7,7.185,12.112,11.808,6.2,Very weak recovery
8,6.514,8.55,8.538,0.6,Minimal recovery
9,3.725,3.76,3.755,N/A,Very small degradation

Table 2 - Effect of spatial and temporal misalignment on fused object count and velocity
Condition,Fused objects,Average hits,Average speed (m/s),Median speed (m/s)
baseline,183,1.656,1.209,0.131
dx_1.0m,142,1.669,1.583,0.092
yaw_1deg,128,1.711,1.17,0.115
yaw_5deg,71,1.634,1.11,0.113
frame_offset_+1,99,1.384,1.907,0.141
frame_offset_-1,87,1.46,1.482,0.177

Table 3 - Effect of yaw misalignment on fused object count
Yaw error (deg),Total fused objects
0,183
1,128
3,90
5,71
10,41

Table 4 - Effect of frame-level temporal offsets on fused object count
Frame offset,Total fused objects
0,183
-1,87
1,99
-2,64
2,56

Table 5 - Physical alignment comparison for translation and yaw correction
Case,Mean Centre Distance - Translation (m),Mean Centre Distance - Yaw (m)
Baseline,1.571,1.571
Degraded,1.707,1.53
Estimated Correction,1.619,1.645
True Correction,1.571,1.571

"Table 6 - Baseline, degraded, and interpolation-based temporal fusion results"
Condition,Total frames,Total fused objects,Average hits,Median hits,Average speed (m/s),Median speed (m/s)
Baseline,39,176,1.653,1,1.254,0.134
Degraded (-1),38,86,1.465,1,1.497,0.179
Degraded (+1),38,90,1.389,1,1.908,0.151
Interpolated,37,37,3.324,3,2.017,2.625

"Table 7 - Kalman track count, length, and speed under temporal degradation"
Method,Number of tracks,Average track length,Median track length,Average final speed (m/s),Median final speed (m/s)
Baseline,73,5.89,5,1.095,0.18
Degraded,41,5.585,5,1.017,0.4
Interpolation,18,5.056,4,1.292,0.238

Table 8 - Fused objects per frame under multiframe fusion conditions
Method,Objects per frame,Total objects,Average speed (m/s)
Baseline,4.51,176,1.25
Degraded,2.26,86,1.5
Multiframe,5.59,218,1.22

Table 9 - Track-level comparison of multiframe fusion methods
Method,Measurement count,Measurements / frame,Tracks,Track length,Track states / frame,Track average speed (m/s)
Baseline,176,4.513,73,5.89,9.205,1.095
Degraded,86,2.263,41,5.585,4.974,1.017
Naive Multiframe,218,5.59,85,6.082,11.128,1.2
Weighted Multiframe,218,5.59,85,6.082,11.128,1.184

Table 10 - Constant-velocity vs constant-acceleration Kalman models
Model,Number of tracks,Average track length,Average speed (m/s)
Constant-velocity Kalman,41,5.59,1.02
Constant-acceleration Kalman,33,28.97,4.46

Extra - Translational x-offset sweep
Radar x-offset dx (m),Total fused objects
0.0,183
0.2,186
0.5,169
1.0,142
2.0,77

