condition,mean,p95,max,n
clean (0 ms),4.296189786768629,7.295535434646807,8.329467600301099,41
"drifted (a=0.5 ms/frame, jitter=5.0 ms)",7.401081631855769,11.558535710758921,12.574212343217187,41
estimated+smoothed (alpha=0.25),4.296189786768629,7.295535434646807,8.329467600301099,41
