sensor,threshold_ms,match_rate_pct,mean_abs_dt_ms,p95_abs_dt_ms,max_abs_dt_ms
CAM_FRONT,50,87.17948717948718,28.08741176470588,47.2501375,49.7385
RADAR_FRONT,50,87.17948717948718,19.455625,40.793012499999996,44.84325
